                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                0.94514,                 1.9337,                 0.7983,                0.98741,                0.88676,                0.83801,                  0.865,                0.74587,                0.84128,                0.81141,                0.85026,                0.66866,                0.77182,                0.98953,                 0.6038,                0.89433,             9.2002e-05,             9.2002e-05,             9.2002e-05
                    104,                0.93754,                 1.9091,                0.78478,                0.99274,                0.91184,                0.82899,                 0.8772,                0.75145,                 0.8776,                0.81027,                0.85978,                0.65878,                0.76897,                0.99125,                0.63291,                0.89894,             9.1775e-05,             9.1775e-05,             9.1775e-05
                    105,                0.96671,                 1.9962,                0.80369,                0.99593,                0.93188,                0.81364,                0.86413,                0.75907,                0.90067,                0.79484,                0.83846,                0.66649,                0.76706,                 1.0084,                0.62637,                0.89292,             9.1547e-05,             9.1547e-05,             9.1547e-05
                    106,                0.96709,                  1.956,                0.84063,                 1.0033,                0.91993,                0.82339,                0.87667,                0.76222,                0.89115,                0.79537,                0.84796,                0.66203,                0.75947,                 1.0156,                0.61735,                0.88947,             9.1319e-05,             9.1319e-05,             9.1319e-05
                    107,                0.95948,                 1.8869,                0.81879,                0.99595,                0.89629,                0.81906,                0.86666,                0.74978,                0.85425,                0.78773,                0.82413,                0.63716,                0.79445,                 1.0187,                0.62678,                0.89825,             9.1092e-05,             9.1092e-05,             9.1092e-05
                    108,                 0.9232,                 1.9182,                0.79099,                0.98668,                0.90189,                0.82523,                0.87467,                0.73984,                0.86174,                0.80415,                0.84077,                0.65172,                 0.7813,                 1.0139,                0.62945,                0.90067,             9.0864e-05,             9.0864e-05,             9.0864e-05
                    109,                0.93393,                 1.8991,                0.78941,                0.98313,                0.91137,                0.82307,                0.87554,                0.74404,                0.87242,                0.79872,                0.84593,                0.66141,                0.76908,                0.99588,                0.61549,                0.89479,             9.0636e-05,             9.0636e-05,             9.0636e-05
                    110,                0.95707,                 1.9052,                0.80994,                0.99565,                0.92785,                0.82303,                0.86405,                0.72911,                  0.877,                0.79006,                0.83693,                0.65252,                0.76814,                  1.006,                0.62398,                 0.8939,             9.0408e-05,             9.0408e-05,             9.0408e-05
                    111,                0.95733,                 1.9164,                0.79443,                0.98751,                0.89855,                0.82343,                0.87716,                0.73062,                0.89373,                0.80363,                0.85524,                0.64493,                0.76114,                 1.0185,                0.61581,                0.88948,             9.0181e-05,             9.0181e-05,             9.0181e-05
                    112,                0.93196,                 1.9042,                0.82747,                0.99198,                0.91856,                0.83159,                0.86966,                0.74223,                0.89259,                0.80015,                 0.8392,                0.64862,                0.75919,                 1.0002,                 0.6108,                0.90086,             8.9953e-05,             8.9953e-05,             8.9953e-05
                    113,                0.97188,                 1.9981,                0.83912,                 1.0189,                0.86199,                 0.8476,                 0.8666,                 0.7325,                0.85266,                0.82064,                0.84212,                  0.645,                0.77836,                 1.0098,                0.61915,                0.90098,             8.9725e-05,             8.9725e-05,             8.9725e-05
                    114,                0.98197,                 2.0017,                0.80537,                0.99857,                0.90017,                0.83295,                0.86998,                0.73936,                0.87702,                0.81348,                0.85632,                0.65797,                0.80557,                 1.0065,                0.62464,                 0.9068,             8.9498e-05,             8.9498e-05,             8.9498e-05
                    115,                 0.9886,                 1.9668,                0.81827,                0.99954,                0.91846,                0.78002,                0.87691,                0.73783,                0.89365,                0.76134,                0.84641,                0.64641,                0.77874,                0.98222,                0.62495,                0.89929,              8.927e-05,              8.927e-05,              8.927e-05
                    116,                0.93663,                 1.9061,                0.76607,                0.98747,                0.75079,                0.86317,                0.86528,                0.73529,                0.85235,                0.75723,                0.83939,                0.65695,                0.77608,                0.98978,                0.62886,                0.90194,             8.9042e-05,             8.9042e-05,             8.9042e-05
                    117,                0.98144,                 1.9974,                0.82688,                 1.0055,                0.89169,                0.82027,                0.86498,                0.75306,                 0.8778,                0.80338,                0.84993,                0.66388,                0.76398,                0.99504,                0.61795,                0.89587,             8.8815e-05,             8.8815e-05,             8.8815e-05
                    118,                0.97264,                 1.9468,                0.80875,                0.99461,                0.88742,                 0.8331,                0.86631,                0.73964,                 0.8746,                0.81958,                0.83726,                0.65459,                0.77474,                0.99635,                0.61245,                0.89481,             8.8587e-05,             8.8587e-05,             8.8587e-05
                    119,                0.95532,                 1.9464,                0.79749,                0.99264,                 0.8928,                 0.8353,                0.87618,                0.75607,                 0.8672,                0.81229,                0.84055,                0.65717,                0.74766,                0.99832,                0.60735,                0.88917,             8.8359e-05,             8.8359e-05,             8.8359e-05
                    120,                0.97355,                 2.0068,                0.89338,                 1.0246,                0.90948,                0.82453,                0.87807,                0.75582,                0.89665,                 0.8078,                0.85576,                0.66179,                0.75653,                0.97696,                0.61476,                0.88833,             8.8131e-05,             8.8131e-05,             8.8131e-05
                    121,                0.97164,                 1.9728,                0.80579,                0.99547,                0.90454,                0.81999,                0.87397,                 0.7577,                0.87321,                0.79598,                0.84309,                0.66047,                0.74277,                0.98914,                0.60729,                0.88552,             8.7904e-05,             8.7904e-05,             8.7904e-05
                    122,                0.97189,                 2.0094,                0.82015,                  1.005,                0.92195,                0.82449,                0.86842,                0.75064,                0.89221,                0.80114,                0.83562,                0.65613,                0.74233,                0.97882,                0.61837,                0.88876,             8.7676e-05,             8.7676e-05,             8.7676e-05
                    123,                0.96236,                 1.9337,                0.81011,                 1.0016,                0.85969,                0.83829,                0.87003,                0.75353,                0.90428,                0.77973,                0.84121,                0.66416,                0.75736,                0.99841,                0.61037,                0.89325,             8.7448e-05,             8.7448e-05,             8.7448e-05
                    124,                0.95091,                 1.9325,                0.82179,                0.99133,                0.90584,                0.83907,                0.88151,                 0.7491,                0.86815,                0.81624,                0.85197,                0.66227,                0.75701,                0.98777,                0.61072,                0.89911,             8.7221e-05,             8.7221e-05,             8.7221e-05
                    125,                0.94265,                 1.9246,                0.81105,                 0.9956,                0.89474,                0.83772,                0.87911,                0.75245,                0.85798,                0.81348,                0.84969,                0.66037,                0.75787,                0.99119,                0.61191,                0.89185,             8.6993e-05,             8.6993e-05,             8.6993e-05
                    126,                0.94536,                 1.8991,                0.79665,                 1.0086,                0.87603,                 0.8379,                0.86914,                0.75407,                0.83749,                0.81399,                0.84618,                0.65139,                0.74529,                0.98554,                0.59994,                0.89259,             8.6765e-05,             8.6765e-05,             8.6765e-05
                    127,                0.94716,                 1.9133,                0.78006,                0.99805,                0.90447,                0.81615,                0.86595,                0.75348,                0.85309,                0.79094,                0.83542,                0.66418,                0.76057,                0.98268,                0.59964,                0.89388,             8.6537e-05,             8.6537e-05,             8.6537e-05
                    128,                0.93511,                 1.9273,                 0.7607,                0.98711,                0.87021,                0.82476,                0.86535,                0.73947,                0.85302,                0.78949,                0.82743,                0.65632,                0.76681,                0.98056,                0.61299,                0.89715,              8.631e-05,              8.631e-05,              8.631e-05
                    129,                   0.94,                 1.8964,                0.77467,                0.98532,                0.88857,                 0.8291,                 0.8647,                0.74542,                0.88433,                0.79668,                0.83531,                0.66312,                 0.7589,                0.98071,                0.60919,                0.89202,             8.6082e-05,             8.6082e-05,             8.6082e-05
                    130,                0.96923,                 1.9952,                0.80448,                 0.9978,                0.90434,                0.80848,                0.87485,                0.75635,                0.87825,                0.77995,                0.83415,                0.66096,                0.76904,                0.98171,                0.60537,                0.89544,             8.5854e-05,             8.5854e-05,             8.5854e-05
                    131,                 0.9369,                 1.9411,                0.79519,                   0.99,                0.88696,                0.80957,                 0.8756,                0.74828,                0.86896,                0.79693,                0.85243,                0.65812,                0.76836,                0.98665,                0.61236,                0.89176,             8.5627e-05,             8.5627e-05,             8.5627e-05
                    132,                0.93924,                  1.886,                0.78289,                0.99123,                0.88773,                0.80229,                 0.8658,                0.76525,                0.89983,                0.76249,                0.83749,                 0.6624,                 0.7666,                0.99897,                0.60729,                0.89255,             8.5399e-05,             8.5399e-05,             8.5399e-05
                    133,                0.94522,                 1.9787,                0.81439,                 1.0156,                0.90227,                0.81751,                0.86792,                0.75538,                0.88797,                0.80746,                0.85975,                0.67266,                0.76513,                0.99912,                0.60007,                0.89571,             8.5171e-05,             8.5171e-05,             8.5171e-05
                    134,                0.96773,                 1.9849,                0.80177,                 1.0019,                0.89147,                 0.8001,                0.86208,                0.75255,                0.89147,                 0.8001,                0.85843,                0.65902,                0.76421,                0.99403,                0.61163,                 0.8939,             8.4944e-05,             8.4944e-05,             8.4944e-05
                    135,                0.97077,                 1.9802,                0.79197,                 0.9941,                0.86282,                0.83302,                0.86293,                0.75188,                0.85263,                0.82311,                0.84758,                0.65456,                0.74844,                 1.0136,                0.60394,                0.88827,             8.4716e-05,             8.4716e-05,             8.4716e-05
                    136,                0.95393,                 1.9475,                0.77746,                0.98005,                 0.8445,                0.83452,                0.87855,                0.77586,                0.83051,                0.82236,                0.85608,                 0.6671,                0.75639,                 0.9952,                0.59341,                0.89366,             8.4488e-05,             8.4488e-05,             8.4488e-05
                    137,                 0.9691,                 1.9347,                0.79074,                0.99018,                0.85876,                0.84955,                0.88587,                0.77382,                0.83695,                0.82766,                0.86435,                0.65859,                0.75022,                0.97393,                0.59877,                 0.8926,             8.4261e-05,             8.4261e-05,             8.4261e-05
                    138,                 0.9588,                 1.9413,                0.80718,                 1.0196,                0.89089,                0.82829,                0.88448,                0.76078,                0.87033,                0.80853,                0.86376,                0.66101,                0.74791,                0.97308,                0.59691,                0.89009,             8.4033e-05,             8.4033e-05,             8.4033e-05
                    139,                0.96235,                  1.945,                0.80075,                0.98941,                  0.858,                0.85376,                0.88432,                0.77065,                0.86677,                0.82926,                 0.8707,                0.65845,                0.76063,                0.98801,                0.61408,                0.89137,             8.3805e-05,             8.3805e-05,             8.3805e-05
                    140,                0.94538,                 1.9286,                 0.7879,                0.98763,                0.84219,                0.81906,                0.86839,                0.75783,                0.83235,                0.80989,                 0.8515,                0.64053,                0.74841,                0.99284,                0.61783,                0.89896,             8.3577e-05,             8.3577e-05,             8.3577e-05
                    141,                0.99274,                 1.9388,                0.94909,                 1.0187,                0.89133,                0.80203,                0.86929,                0.76098,                0.87644,                0.79331,                0.84803,                0.64965,                 0.7784,                0.99947,                0.60224,                0.89898,              8.335e-05,              8.335e-05,              8.335e-05
                    142,                0.95725,                 1.9676,                0.79394,                0.98806,                 0.9044,                0.80782,                0.87683,                0.76077,                0.88285,                0.79192,                0.85132,                0.65722,                0.76118,                 0.9943,                0.59077,                0.89391,             8.3122e-05,             8.3122e-05,             8.3122e-05
                    143,                0.99285,                 2.1439,                0.87269,                 1.0546,                0.93197,                0.81338,                0.88616,                0.77445,                0.91429,                0.79693,                0.85641,                0.67534,                0.75522,                0.99419,                0.57675,                0.88829,             8.2894e-05,             8.2894e-05,             8.2894e-05
                    144,                0.96084,                 1.8656,                0.78539,                 1.0001,                0.84119,                0.84878,                0.88495,                0.76346,                0.81944,                0.82927,                0.84893,                0.66852,                0.77356,                 0.9818,                0.58607,                0.89209,             8.2667e-05,             8.2667e-05,             8.2667e-05
                    145,                 0.9451,                 1.9171,                0.80177,                 0.9912,                0.86549,                0.80799,                0.87361,                0.75754,                0.82488,                0.78463,                0.83515,                0.67033,                0.77893,                0.99598,                0.59726,                0.89872,             8.2439e-05,             8.2439e-05,             8.2439e-05
                    146,                0.95015,                 1.9579,                0.79348,                 1.0049,                0.81235,                0.84723,                0.88019,                0.75541,                0.87233,                0.80139,                0.85933,                0.67609,                0.77039,                0.97706,                0.61475,                0.90114,             8.2211e-05,             8.2211e-05,             8.2211e-05
                    147,                0.94715,                 1.9417,                0.79498,                0.98742,                0.83417,                0.86708,                0.88594,                0.74517,                0.87721,                0.79164,                0.84647,                0.66123,                0.77321,                0.97836,                0.61774,                0.89905,             8.1983e-05,             8.1983e-05,             8.1983e-05
                    148,                0.92332,                 1.8867,                0.79594,                0.98275,                0.83146,                0.85154,                0.87895,                0.75031,                0.94523,                0.77997,                0.85594,                0.66197,                0.74324,                 0.9652,                0.61109,                0.89326,             8.1756e-05,             8.1756e-05,             8.1756e-05
                    149,                0.95435,                 1.9585,                0.78022,                0.98297,                0.88807,                 0.8228,                0.87038,                0.75455,                0.87552,                0.79394,                0.83694,                0.66743,                0.74951,                0.97782,                0.60197,                0.88821,             8.1528e-05,             8.1528e-05,             8.1528e-05
                    150,                0.96889,                 1.9212,                0.78751,                0.99879,                0.87854,                0.83142,                0.86728,                0.74283,                0.86206,                0.79707,                0.84032,                0.66465,                0.77135,                0.97336,                0.60843,                0.89462,               8.13e-05,               8.13e-05,               8.13e-05
                    151,                0.94609,                 1.8838,                0.77995,                 0.9913,                 0.8946,                0.82668,                0.88688,                0.74611,                0.87344,                0.80774,                0.85784,                0.66878,                0.75318,                  0.969,                 0.5986,                 0.8862,             8.1073e-05,             8.1073e-05,             8.1073e-05
                    152,                0.94925,                 1.9176,                0.77068,                0.99748,                0.90074,                0.82527,                0.87564,                0.74177,                0.88594,                0.80882,                0.85621,                0.67534,                0.75609,                0.96087,                0.61975,                0.88625,             8.0845e-05,             8.0845e-05,             8.0845e-05
                    153,                0.94568,                 1.9626,                 0.7658,                0.99021,                0.87636,                0.85029,                0.87736,                0.74256,                0.86129,                0.83318,                 0.8568,                0.67938,                0.75665,                0.95535,                0.59077,                0.88837,             8.0617e-05,             8.0617e-05,             8.0617e-05
                    154,                0.97123,                 1.9451,                0.79644,                0.99299,                0.87277,                0.82174,                0.87886,                0.74742,                0.84573,                0.80763,                0.85722,                0.67421,                0.75979,                0.96496,                0.59098,                0.89154,              8.039e-05,              8.039e-05,              8.039e-05
                    155,                0.93791,                 1.9144,                0.76948,                0.98211,                0.90148,                0.80977,                0.86917,                0.73499,                0.92449,                 0.7838,                0.85568,                0.66221,                0.74414,                0.96567,                0.60495,                0.89004,             8.0162e-05,             8.0162e-05,             8.0162e-05
                    156,                0.94614,                 1.9127,                  0.764,                0.98937,                 0.8571,                0.82381,                 0.8735,                 0.7438,                0.84874,                0.81587,                0.86112,                 0.6701,                0.74844,                0.96492,                0.60139,                0.88629,             7.9934e-05,             7.9934e-05,             7.9934e-05
                    157,                 0.9521,                 1.9403,                0.78947,                 0.9984,                0.87264,                0.82714,                0.88137,                0.74617,                0.85327,                0.81672,                0.85359,                0.67706,                 0.7625,                0.96944,                0.61505,                0.89027,             7.9706e-05,             7.9706e-05,             7.9706e-05
                    158,                0.94437,                 1.9389,                0.79785,                0.99583,                 0.8827,                0.81797,                0.88029,                0.75045,                 0.8831,                0.81457,                0.85863,                0.67593,                0.74871,                0.96163,                0.58322,                0.88196,             7.9479e-05,             7.9479e-05,             7.9479e-05
                    159,                0.94019,                 1.8678,                0.76996,                0.98336,                0.90764,                0.80246,                0.87982,                0.75215,                0.90764,                0.80246,                0.85796,                0.66563,                0.73876,                0.96006,                0.58675,                0.87472,             7.9251e-05,             7.9251e-05,             7.9251e-05
                    160,                0.96255,                 1.9731,                0.80958,                0.99166,                0.88002,                0.83511,                0.89301,                0.76623,                0.89674,                0.79958,                0.85952,                 0.6683,                0.75093,                 0.9741,                0.58611,                0.87577,             7.9023e-05,             7.9023e-05,             7.9023e-05
                    161,                0.95687,                 1.9722,                0.77824,                0.99394,                 0.8851,                0.83961,                0.89206,                0.75955,                0.87267,                0.82896,                0.86369,                0.66578,                0.74325,                0.96665,                0.59395,                0.88184,             7.8796e-05,             7.8796e-05,             7.8796e-05
                    162,                0.94671,                 1.9661,                0.79787,                0.98897,                0.88416,                0.83371,                0.88754,                0.75861,                0.87054,                0.81494,                 0.8577,                0.67827,                 0.7514,                0.95903,                0.59604,                0.88251,             7.8568e-05,             7.8568e-05,             7.8568e-05
                    163,                0.96337,                 1.9638,                 0.7948,                 1.0007,                0.82315,                0.84626,                0.87148,                0.74882,                0.91078,                0.76347,                0.85417,                0.67381,                0.73751,                 0.9711,                0.60527,                0.88163,              7.834e-05,              7.834e-05,              7.834e-05
                    164,                0.94206,                 1.9086,                0.79804,                0.98255,                0.83956,                0.85571,                0.89004,                0.75384,                0.91933,                0.78522,                0.85741,                0.68213,                0.73597,                0.96549,                0.59114,                0.87751,             7.8113e-05,             7.8113e-05,             7.8113e-05
                    165,                0.96438,                 1.9774,                0.78944,                0.98916,                0.90749,                0.82259,                0.88535,                0.74894,                0.87555,                0.80062,                0.84873,                0.66685,                0.72946,                0.96052,                0.59457,                0.87866,             7.7885e-05,             7.7885e-05,             7.7885e-05
                    166,                0.93667,                 1.9915,                0.78621,                0.98926,                0.90251,                0.85402,                0.89312,                0.76141,                0.85628,                0.81285,                0.84973,                0.67603,                0.73939,                 0.9615,                0.59244,                0.88548,             7.7657e-05,             7.7657e-05,             7.7657e-05
                    167,                0.91692,                 1.9619,                 0.7576,                0.98715,                0.90223,                0.83898,                0.87718,                0.76612,                0.87596,                0.80772,                0.85553,                0.66724,                 0.7365,                0.95187,                0.58752,                0.88635,             7.7429e-05,             7.7429e-05,             7.7429e-05
                    168,                0.93691,                 1.9218,                0.76379,                0.98176,                0.91226,                  0.828,                0.88686,                0.76764,                0.89955,                0.80915,                0.85807,                 0.6692,                0.75482,                 0.9585,                0.60028,                0.88881,             7.7202e-05,             7.7202e-05,             7.7202e-05
                    169,                0.91938,                 1.9213,                0.75482,                0.98352,                0.88012,                0.84424,                0.88947,                0.77795,                0.92444,                0.77112,                0.85502,                0.66839,                0.74271,                0.96136,                0.58693,                0.88617,             7.6974e-05,             7.6974e-05,             7.6974e-05
                    170,                0.93928,                 1.9158,                0.77046,                0.98289,                0.91424,                0.81932,                0.88032,                0.76427,                0.90114,                0.80424,                  0.856,                0.67232,                0.74185,                0.94302,                0.60044,                 0.8903,             7.6746e-05,             7.6746e-05,             7.6746e-05
                    171,                0.96634,                 1.9411,                0.77089,                0.99023,                0.84611,                0.83606,                0.87641,                0.76898,                0.83862,                0.82688,                0.86071,                 0.6639,                0.73213,                0.94804,                0.59532,                0.88424,             7.6519e-05,             7.6519e-05,             7.6519e-05
                    172,                0.96597,                 1.9159,                0.77483,                  1.001,                0.88589,                0.85453,                0.88719,                 0.7601,                0.87234,                  0.818,                0.85629,                0.66855,                0.74022,                0.95748,                 0.6004,                0.88615,             7.6291e-05,             7.6291e-05,             7.6291e-05
                    173,                0.95537,                 1.9308,                0.80767,                0.99449,                0.88015,                  0.856,                0.89137,                0.76463,                0.87824,                 0.8215,                0.86654,                0.66716,                0.73422,                0.95754,                0.58131,                0.88909,             7.6063e-05,             7.6063e-05,             7.6063e-05
                    174,                0.92123,                 1.9222,                0.76648,                0.98696,                0.87389,                0.86272,                 0.8898,                0.75465,                0.87299,                0.83275,                0.86729,                0.66897,                0.73478,                0.94875,                0.58969,                  0.888,             7.5836e-05,             7.5836e-05,             7.5836e-05
                    175,                0.98413,                  2.027,                 0.9729,                 1.0277,                0.87787,                0.85466,                 0.8897,                0.76424,                0.87963,                0.80157,                0.84827,                 0.6585,                0.73071,                0.97183,                0.57691,                0.88162,             7.5608e-05,             7.5608e-05,             7.5608e-05
                    176,                0.94592,                  1.908,                0.78477,                0.98483,                0.88627,                0.84587,                0.89264,                0.76688,                0.82747,                0.80374,                0.85957,                0.66019,                0.71143,                0.96294,                0.56867,                0.87859,              7.538e-05,              7.538e-05,              7.538e-05
                    177,                0.96004,                 1.9136,                0.79444,                0.99315,                0.88424,                0.86383,                0.89036,                0.76304,                 0.8247,                0.82567,                0.84981,                0.65562,                 0.7079,                0.96586,                0.56149,                0.87644,             7.5152e-05,             7.5152e-05,             7.5152e-05
                    178,                0.95999,                 1.9519,                0.77271,                0.98903,                0.89601,                0.84638,                 0.8816,                0.77401,                0.85135,                0.84077,                0.86357,                0.66592,                0.72489,                0.98638,                0.57618,                0.88306,             7.4925e-05,             7.4925e-05,             7.4925e-05
                    179,                0.94753,                 1.9504,                 0.7786,                0.99052,                0.90258,                0.83597,                0.88039,                0.75472,                0.86131,                0.81968,                0.86604,                 0.6724,                0.73649,                0.98148,                0.57352,                0.88672,             7.4697e-05,             7.4697e-05,             7.4697e-05
                    180,                0.94308,                 1.9328,                 0.7853,                0.98767,                0.89498,                 0.8365,                 0.8822,                0.76331,                 0.9085,                0.79186,                0.86065,                0.66722,                 0.7441,                0.97387,                0.57769,                0.89126,             7.4469e-05,             7.4469e-05,             7.4469e-05
                    181,                0.93349,                 1.9759,                0.78088,                0.97805,                0.84767,                0.85718,                0.88979,                0.77698,                0.89644,                0.80513,                 0.8598,                0.66903,                0.72593,                 0.9832,                0.60581,                0.88213,             7.4242e-05,             7.4242e-05,             7.4242e-05
                    182,                0.92842,                 1.8664,                0.77826,                0.98393,                0.89019,                0.83933,                0.88756,                0.76462,                 0.8539,                0.80566,                0.85191,                0.66442,                0.73928,                0.98174,                0.60452,                0.88438,             7.4014e-05,             7.4014e-05,             7.4014e-05
                    183,                0.93734,                 1.8819,                 0.7811,                0.97981,                0.87049,                0.86726,                0.88689,                0.77256,                0.93511,                0.77403,                0.86184,                0.67591,                0.72622,                0.96474,                0.58322,                0.88177,             7.3786e-05,             7.3786e-05,             7.3786e-05
                    184,                0.94242,                 1.9132,                0.77015,                 1.0011,                0.90807,                0.85066,                0.89155,                0.77154,                0.88414,                 0.8211,                0.86644,                0.68119,                0.73358,                0.96408,                0.59029,                0.88695,             7.3559e-05,             7.3559e-05,             7.3559e-05
                    185,                 0.9304,                 1.9099,                0.81787,                0.98721,                0.88517,                0.85507,                0.88954,                0.78167,                0.88631,                 0.8144,                0.87055,                0.67743,                0.73173,                0.95756,                0.57631,                0.88363,             7.3331e-05,             7.3331e-05,             7.3331e-05
                    186,                0.93349,                 1.9505,                0.77745,                0.98599,                0.86854,                0.85781,                0.89244,                0.77919,                  0.829,                0.82739,                0.86743,                0.67658,                0.72385,                0.95695,                0.57327,                0.88311,             7.3103e-05,             7.3103e-05,             7.3103e-05
                    187,                0.93612,                 1.9244,                 0.8264,                0.99554,                0.85278,                0.87201,                0.88911,                 0.7751,                0.92918,                0.78423,                0.86095,                0.66322,                0.73985,                0.97302,                 0.5822,                0.88559,             7.2876e-05,             7.2876e-05,             7.2876e-05
                    188,                0.94508,                 1.9355,                0.79633,                0.98953,                  0.867,                 0.8705,                0.88891,                0.78499,                0.85233,                0.81021,                0.85886,                0.67087,                0.74113,                0.97314,                0.57382,                0.88304,             7.2648e-05,             7.2648e-05,             7.2648e-05
                    189,                0.91653,                 1.9105,                0.75161,                0.97815,                0.86828,                0.86973,                0.89023,                 0.7677,                0.80746,                 0.8169,                0.83691,                0.65408,                0.74804,                0.97932,                0.59092,                0.88709,              7.242e-05,              7.242e-05,              7.242e-05
                    190,                0.95333,                 1.9759,                  0.781,                0.99567,                0.89438,                0.85678,                0.89178,                0.76856,                0.84932,                0.81982,                0.85558,                0.65102,                0.72619,                0.97784,                0.57831,                0.88464,             7.2192e-05,             7.2192e-05,             7.2192e-05
                    191,                0.93908,                 1.9757,                0.77509,                0.99052,                 0.9112,                0.85774,                0.89386,                 0.7793,                0.90049,                0.80257,                0.85956,                0.66524,                0.72354,                0.97733,                0.56955,                0.88287,             7.1965e-05,             7.1965e-05,             7.1965e-05
                    192,                0.98087,                 1.9228,                0.82878,                  1.053,                 0.9052,                0.86423,                0.89339,                0.77946,                0.82749,                0.81538,                0.83976,                0.65498,                0.73982,                0.98748,                0.59578,                0.88786,             7.1737e-05,             7.1737e-05,             7.1737e-05
                    193,                0.95232,                 2.0322,                0.80815,                0.99759,                0.89987,                0.85649,                0.89322,                0.76861,                0.82987,                0.80602,                0.84541,                0.65533,                0.76106,                0.97658,                0.58977,                0.89149,             7.1509e-05,             7.1509e-05,             7.1509e-05
                    194,                0.90992,                 1.8571,                0.88465,                0.97734,                0.88165,                0.84728,                0.88588,                0.76494,                 0.8357,                0.81282,                0.84904,                0.65614,                0.74939,                 0.9722,                0.58382,                0.88966,             7.1282e-05,             7.1282e-05,             7.1282e-05
                    195,                0.94898,                 1.9609,                0.76825,                0.98748,                0.91063,                 0.8149,                0.87497,                0.77378,                0.89723,                0.77646,                0.85147,                0.65203,                0.74354,                 0.9762,                0.56833,                0.88853,             7.1054e-05,             7.1054e-05,             7.1054e-05
                    196,                0.95052,                 1.9442,                0.77865,                0.99194,                0.89836,                0.83345,                0.88912,                0.78104,                0.87187,                0.80749,                0.86637,                0.66259,                0.74884,                0.97861,                 0.5659,                0.88524,             7.0826e-05,             7.0826e-05,             7.0826e-05
                    197,                0.93764,                 1.9222,                0.76883,                0.98063,                0.89107,                0.83624,                0.87318,                0.77529,                0.85253,                0.81573,                0.85996,                0.64992,                 0.7418,                0.98644,                0.59244,                0.88655,             7.0598e-05,             7.0598e-05,             7.0598e-05
                    198,                0.92826,                 2.3478,                 1.0566,                0.98111,                0.91775,                0.82821,                0.88848,                0.75987,                0.89224,                0.80212,                 0.8622,                0.65757,                0.74403,                0.97239,                0.55648,                0.88503,             7.0371e-05,             7.0371e-05,             7.0371e-05
                    199,                0.95061,                 1.8904,                0.79809,                0.98953,                0.91011,                0.82542,                0.88708,                0.76407,                0.85663,                0.79968,                0.84732,                0.65955,                0.74975,                0.97192,                0.55714,                0.88289,             7.0143e-05,             7.0143e-05,             7.0143e-05
                    200,                0.96485,                  2.017,                0.87544,                 1.0148,                0.89028,                0.84138,                0.87361,                0.76578,                0.83276,                0.81595,                0.84822,                0.65188,                 0.7532,                0.98322,                0.56775,                 0.8876,             6.9915e-05,             6.9915e-05,             6.9915e-05
                    201,                0.92579,                 1.9236,                0.75989,                 0.9868,                0.89751,                0.83241,                0.88537,                0.76565,                0.90752,                0.78654,                0.85046,                0.66512,                0.74278,                0.98841,                0.57279,                  0.886,             6.9688e-05,             6.9688e-05,             6.9688e-05
                    202,                 0.9275,                 1.8801,                0.74668,                0.99146,                0.88713,                0.85909,                0.88942,                0.76972,                0.86367,                0.80747,                0.85539,                0.66758,                0.73792,                0.97434,                0.56261,                0.88497,              6.946e-05,              6.946e-05,              6.946e-05
                    203,                0.95511,                 1.9831,                 0.7858,                0.99097,                0.87721,                0.86733,                 0.8899,                0.77482,                0.83878,                0.82289,                0.86199,                0.65702,                0.71676,                0.99241,                0.56034,                0.88217,             6.9232e-05,             6.9232e-05,             6.9232e-05
                    204,                0.93043,                 1.9222,                0.76039,                0.98423,                 0.8734,                0.86498,                0.88899,                0.77079,                0.84199,                0.84023,                0.86081,                0.66353,                0.72928,                0.97334,                0.57137,                0.88484,             6.9005e-05,             6.9005e-05,             6.9005e-05
                    205,                0.91862,                 1.9022,                0.76083,                0.98635,                0.87756,                0.86321,                0.88945,                0.77183,                0.87998,                 0.8146,                0.86949,                0.66794,                0.73094,                0.96424,                0.57661,                0.88484,             6.8777e-05,             6.8777e-05,             6.8777e-05
                    206,                0.95491,                 2.0046,                0.78072,                0.98645,                0.86433,                0.86332,                0.89275,                 0.7924,                0.87665,                0.82781,                0.87446,                0.68045,                0.72192,                0.95018,                0.56251,                 0.8836,             6.8549e-05,             6.8549e-05,             6.8549e-05
                    207,                0.92878,                 1.9025,                0.88189,                0.98848,                0.90842,                0.85056,                0.89245,                0.78753,                0.88607,                0.82173,                0.86736,                 0.6742,                0.72839,                0.94613,                0.56685,                0.88309,             6.8322e-05,             6.8322e-05,             6.8322e-05
                    208,                0.91126,                 1.8293,                0.81634,                0.97544,                0.90554,                0.85415,                0.89597,                 0.7798,                0.86267,                0.81862,                 0.8657,                0.66829,                0.72418,                0.94219,                 0.5477,                0.87711,             6.8094e-05,             6.8094e-05,             6.8094e-05
